,actual_importance,null_importance_0,null_importance_1,null_importance_2,null_importance_3,null_importance_4,null_mean,score_rank
overall_sum_f6947f54,259.2600493033727,1.4814416567484539,2.304783344268799,0.0,0.0,1.4719667434692383,1.0516383488972982,97.0
overall_sum_ca11f653,258.21273450056714,2.0292000770568848,0.0,1.4044666290283203,1.786025047302246,3.090783437093099,1.6620950380961101,127.0
overall_mean_56817e2b,256.9778958360354,5.7951583067576085,1.6019666989644368,13.7075834274292,10.59024167060852,106.2742411295573,27.593838246663417,812.0
Watering Hole (Activity)_4070,255.12857170899713,2.1129582722981772,1.8524333635965984,1.7680749893188477,1.9713916778564453,46.40173347791036,10.821318356196086,575.0
Watering Hole (Activity)_4021,254.57373944918314,7.122341632843018,0.0,7.15375820795695,2.525325059890747,16.60472520192464,6.6812300205230715,415.0
Flower Waterer (Activity)_4070,253.6927134990692,0.0,2.888574997584025,2.023399988810221,7.4511168003082275,4.371591567993164,3.3469366709391273,236.0
Chest Sorter (Assessment),253.4579797585805,2.115091641743978,1.2121082941691081,3.2005666891733804,3.6166416803995767,13.657991488774618,4.760479958852132,309.0
All Star Sorting,252.53812970717746,0.0,0.0,1.4709083239237468,0.0,2.6812082926432295,0.8304233233133953,85.0
num_round_max_sum,252.26100905736288,1.5833834012349446,3.480341593424479,2.626525084177653,0.0,9.63100012143453,3.4642500400543215,247.0
3393b68b,249.13675328095752,1.5110416412353516,0.0,0.0,0.0,0.0,0.30220832824707033,58.0
overall_mean_9ed8f6da,247.58285347620648,0.0,0.0,10.448974927266438,2.965333382288615,13.538208484649658,5.390503358840943,345.0
count_Clip_curr_world,246.7256696621577,0.0,1.4770166079203289,2.723791758219401,1.1939916610717773,8.948225180308025,2.868605041503906,217.0
count_Game_curr_world,246.36095543702442,3.524799982706706,1.4737167358398438,6.7604916890462246,2.226616700490316,7.126491864522298,4.222423394521078,288.0
ratio_time_game_success,246.29547033707297,0.0,1.36632506052653,1.360016663869222,1.4271833101908367,8.854333241780598,2.6015716552734376,202.0
Sandcastle Builder (Activity)_4035,240.3711153268814,0.0,0.0,3.128416697184245,0.0,5.912066698074341,1.8080966790517174,150.0
overall_mean_cdd22e43,238.76214267810187,5.581849892934163,5.606216748555502,15.068525155385334,5.670241673787435,12.807075023651123,8.946781698862711,533.0
